Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),Total Precip (in),Avg Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Max Air Temp (F),Avg Min Air Temp (F),Avg Air Temp (F),Avg Max Rel Hum (%),Avg Min Rel Hum (%),Avg Rel Hum (%),Avg Dew Point (F),Avg Wind Speed (mph),Avg Soil Temp (F)
91,Tulelake FS,Northeast Plateau,Sep-11,4.97,0.24,485,7.6,80.8,38.1,60,85,15,44,37,3.6,64.8
91,Tulelake FS,Northeast Plateau,Oct-11,2.73,0.35,311,6.2,63.3,29.4,46,86,26,57,31.2,3.6,52.7
91,Tulelake FS,Northeast Plateau,Nov-11,1.41,0.55,182,4.6,47.8,23.9,35.5,84,42,65,24.3,4.9,41.7
91,Tulelake FS,Northeast Plateau,Dec-11,1.13,0.2,182,3.1,45.9,12.4,27.6,81,30,58,14.2,3.4,32.2
91,Tulelake FS,Northeast Plateau,Jan-12,1.2,0.71,175,3.9,45.4,17.9,30.7,84,40,65,19.9,4.2,31.9
91,Tulelake FS,Northeast Plateau,Feb-12,1.7,0.51,244,4.2,45.9,20.4,33.2,86,38,64,21.8,5.3,34.9
91,Tulelake FS,Northeast Plateau,Mar-12,2.91,2.32,330,4.5,48.9,26,37.1,82,36,59,23.5,7.9,38.9
91,Tulelake FS,Northeast Plateau,Apr-12,4.41,1.02,448,5.6,58.5,31.6,45.6,84,27,54,28.7,6.4,47.1
91,Tulelake FS,Northeast Plateau,May-12,6.57,0.35,631,5.8,68.1,34,52.7,79,19,43,29.9,6,57.3
91,Tulelake FS,Northeast Plateau,Jun-12,6.98,0.51,678,7.6,70.7,40.2,56.5,85,24,49,36.9,6.1,63.4
91,Tulelake FS,Northeast Plateau,Jul-12,7.8,0.16,688,10.4,81.8,46.5,65.3,87,22,49,45.2,4.5,71
91,Tulelake FS,Northeast Plateau,Aug-12,6.88,0.04,596,9.5,84.5,45.3,65.7,85,16,43,42.5,4,71.3
91,Tulelake FS,Northeast Plateau,Sep-12,5.2,0,509,6.9,81.2,38.8,60.1,82,11,39,34.8,3.5,63.9
91,Tulelake FS,Northeast Plateau,Oct-12,2.92,0.59,326,6,64.8,30.7,47.5,84,27,54,30.8,3.8,54.2
91,Tulelake FS,Northeast Plateau,Nov-12,1.27,1.65,178,5.9,51,26.8,38.6,89,45,73,30.3,4.8,44
91,Tulelake FS,Northeast Plateau,Dec-12,1.09,1.38,141,8.8,55,35.5,45.8,90,61,75,32.9,5.4,36.3
91,Tulelake FS,Northeast Plateau,Jan-13,0.97,0.31,177,7.1,47.2,19.8,33.1,92,62,78,18.4,3.4,31.1
91,Tulelake FS,Northeast Plateau,Feb-13,1.65,0.31,293,4.5,45.5,20.1,32.3,90,46,72,24.1,4.3,31.6
91,Tulelake FS,Northeast Plateau,Mar-13,3.25,0.31,378,5.1,55.8,23.8,40.2,86,32,59,26.8,5.2,40.2
91,Tulelake FS,Northeast Plateau,Apr-13,4.57,0.75,508,6.9,59.3,29.3,45.2,91,47,69,33.9,7.1,48.6
91,Tulelake FS,Northeast Plateau,May-13,6.02,1.26,592,7.8,67,36.2,52.4,88,34,57,37.1,6,58.8
91,Tulelake FS,Northeast Plateau,Jun-13,7.11,1.3,676,10.1,76.1,43.8,60.9,89,31,55,44.1,5.6,66.6
91,Tulelake FS,Northeast Plateau,Jul-13,7.74,0.04,671,11.9,86.9,48.6,68.7,89,25,49,48.9,4,73.6
91,Tulelake FS,Northeast Plateau,Aug-13,6.25,0.2,552,10.4,81.4,43.1,63.2,92,27,53,45.4,4.2,69.6
91,Tulelake FS,Northeast Plateau,Sep-13,4.54,1.5,437,8.8,72.1,38.5,56.4,90,33,58,41,5.2,63.1
91,Tulelake FS,Northeast Plateau,Oct-13,2.82,0,336,5.2,62.8,23.4,42.1,89,28,57,27.7,3.8,49.7
91,Tulelake FS,Northeast Plateau,Nov-13,1.48,0.35,202,4.9,54.4,20.8,36.4,88,38,65,25.3,4,41.9
91,Tulelake FS,Northeast Plateau,Dec-13,0.77,0.2,162,3.4,37.6,8.5,21.7,90,56,79,16.1,3.3,31.9
91,Tulelake FS,Northeast Plateau,Jan-14,1.1,0.28,167,4.1,47.1,17,30.8,90,45,69,21.3,3.4,32.2
91,Tulelake FS,Northeast Plateau,Feb-14,1.57,1.65,235,5.5,48.8,24.5,37.1,92,47,71,28.3,5.2,37.7
91,Tulelake FS,Northeast Plateau,Mar-14,3.2,1.5,360,5.4,55.5,25.7,41,89,36,61,27.8,6.4,43.9
91,Tulelake FS,Northeast Plateau,Apr-14,4.73,0.59,489,5.7,61.9,28.2,46.3,89,30,55,30.1,5.6,50
91,Tulelake FS,Northeast Plateau,May-14,6.46,0.79,622,7.3,68.5,36.5,53.5,86,29,53,36.2,6.1,58.6
91,Tulelake FS,Northeast Plateau,Jun-14,7.26,0.28,693,9,74.7,42.3,60,87,28,51,41.6,5.6,65.9
91,Tulelake FS,Northeast Plateau,Jul-14,7.62,0.04,618,12.6,87.3,50,70.4,89,26,50,50.5,4.5,72.2
91,Tulelake FS,Northeast Plateau,Aug-14,6.31,0.87,541,11.2,82.2,47,64.8,90,27,53,47.1,4.2,68.3
91,Tulelake FS,Northeast Plateau,Sep-14,4.84,0.08,454,8.4,77,41.3,59.8,83,27,49,39.5,4.6,62
91,Tulelake FS,Northeast Plateau,Oct-14,2.85,1.22,301,7.5,66.2,34,49.8,91,39,63,37,4.3,53.7
91,Tulelake FS,Northeast Plateau,Nov-14,1.25,0.98,176,6.1,51.5,27.5,38.6,92,51,76,31.4,4.3,44.3
91,Tulelake FS,Northeast Plateau,Dec-14,0.61,2.64,103,6.5,44.3,28.6,36.3,94,72,86,32.4,5.7,40.6
91,Tulelake FS,Northeast Plateau,Jan-15,1.12,0.39,180,5.5,51,23.1,35.1,95,52,79,29,2.6,36.2
91,Tulelake FS,Northeast Plateau,Feb-15,1.95,1.3,256,5.5,54.7,24.8,39.7,91,40,65,28.2,5.3,40.4
91,Tulelake FS,Northeast Plateau,Mar-15,3.4,1.46,374,5.8,60.5,26.6,43.8,90,33,58,29.5,4.7,44.5
91,Tulelake FS,Northeast Plateau,Apr-15,4.82,0.16,517,5.3,60.8,25.7,44.4,87,27,53,27.9,5.7,48.5
91,Tulelake FS,Northeast Plateau,May-15,5.31,1.14,516,8.3,66.9,38.1,53.2,89,38,61,39.1,5.4,58.2
91,Tulelake FS,Northeast Plateau,Jun-15,7.44,0.59,670,11.2,81.8,48,66.1,88,29,51,47.2,4.6,69.5
91,Tulelake FS,Northeast Plateau,Jul-15,7.08,1.46,620,12.7,82.5,49.8,67.1,92,31,56,50.4,4.1,73
91,Tulelake FS,Northeast Plateau,Aug-15,6.59,0.08,545,10.1,82.9,45.5,65.2,88,23,48,44.7,4.5,67.4
91,Tulelake FS,Northeast Plateau,Sep-15,4.37,0.24,431,8.1,75.7,37.1,56.8,88,25,52,38.8,3.9,61.5
91,Tulelake FS,Northeast Plateau,Oct-15,2.8,0.67,289,7.8,69.3,33.7,51.2,89,36,61,37.7,3.8,55.1
91,Tulelake FS,Northeast Plateau,Nov-15,1.18,0.59,201,5.1,46.3,20.8,32.8,93,52,76,26.1,4.2,43.5
91,Tulelake FS,Northeast Plateau,Dec-15,0.64,2.36,129,5,37.9,20.4,29.9,94,70,85,26.8,4.3,37.6
91,Tulelake FS,Northeast Plateau,Jan-16,0.71,1.81,138,5.4,40,22.8,31.5,95,72,87,29.1,5.1,35.7
91,Tulelake FS,Northeast Plateau,Feb-16,1.78,0.31,247,5.9,53.4,25.3,38.5,94,46,74,30.7,3.9,39.2
91,Tulelake FS,Northeast Plateau,Mar-16,2.88,1.34,311,6.1,52.7,28.8,41.4,91,45,68,31.4,6.7,43
91,Tulelake FS,Northeast Plateau,Apr-16,4.67,1.85,499,7.1,63.4,32.2,48.4,90,36,61,35.2,5.7,51.4
91,Tulelake FS,Northeast Plateau,May-16,5.55,1.06,552,8.4,66.7,38.2,53.5,90,38,61,39.6,5.7,56.9
91,Tulelake FS,Northeast Plateau,Jun-16,7.2,0.04,660,10.9,79.8,44.8,63.6,87,30,53,46.1,5.3,66.6
91,Tulelake FS,Northeast Plateau,Jul-16,7.66,0.08,669,11.1,81.5,44.5,64.9,92,28,53,47,4.9,69.2
91,Tulelake FS,Northeast Plateau,Aug-16,7.03,0.08,590,9.5,84.7,43.2,65.7,88,20,44,43.1,4.2,68.8
91,Tulelake FS,Northeast Plateau,Sep-16,4.73,0,458,7.6,74.1,34.6,55.3,88,25,51,37.2,4.7,59.8
91,Tulelake FS,Northeast Plateau,Oct-16,2.03,1.57,220,7.9,58.2,33.8,46.1,94,52,75,38.3,5.3,52.5
91,Tulelake FS,Northeast Plateau,Nov-16,1.34,0.51,168,6.4,53,27.4,40.1,93,51,75,32.5,5.2,45.9
91,Tulelake FS,Northeast Plateau,Dec-16,0.75,1.46,146,4.4,38.9,15.7,27.6,93,61,82,22.8,4.2,36.6
91,Tulelake FS,Northeast Plateau,Jan-17,0.8,0.75,166,4.1,36.1,16.4,26.6,93,68,86,22.9,4.7,33
91,Tulelake FS,Northeast Plateau,Feb-17,1.48,1.89,209,5.5,46.1,26.6,36.1,93,52,75,28.8,6.9,35.9
91,Tulelake FS,Northeast Plateau,Mar-17,2.79,1.18,304,6.2,54.5,28.1,41.6,93,44,69,31.9,6.5,41.7
91,Tulelake FS,Northeast Plateau,Apr-17,3.82,1.5,431,6,55,28.5,42.6,91,41,65,31.2,6.9,45.8
91,Tulelake FS,Northeast Plateau,May-17,6.46,0.39,599,7.8,70.1,35.3,54.7,87,29,53,37.5,6.2,54.9
91,Tulelake FS,Northeast Plateau,Jun-17,6.78,1.46,620,10.4,76.7,44.3,61.5,89,32,56,45,5.4,63.8
91,Tulelake FS,Northeast Plateau,Jul-17,8.02,0.04,666,12.4,86.6,48.6,69.1,92,26,51,50.1,4.4,70.5
91,Tulelake FS,Northeast Plateau,Aug-17,6.28,0.08,500,11.9,86,47.8,67.6,91,25,52,48.9,4,70.3
91,Tulelake FS,Northeast Plateau,Sep-17,4.18,0.2,394,9.3,75.3,39.9,58,90,29,55,41.1,4.3,62
91,Tulelake FS,Northeast Plateau,Oct-17,2.85,0.91,314,5.9,63.2,26.7,44.2,89,34,59,30.3,4.4,49.7
91,Tulelake FS,Northeast Plateau,Nov-17,0.99,2.01,140,6.7,49,28.6,38.7,95,62,82,33.2,5.2,43.9
91,Tulelake FS,Northeast Plateau,Dec-17,0.8,0.31,154,4.3,42.8,16.3,27.6,94,58,83,23,2.8,34.1
91,Tulelake FS,Northeast Plateau,Jan-18,0.94,0.79,136,5.7,47.7,25.3,35.7,93,58,80,29.9,4.4,36.2
91,Tulelake FS,Northeast Plateau,Feb-18,1.65,0.16,245,4,46.1,16.3,31,90,41,67,21,5,36.7
91,Tulelake FS,Northeast Plateau,Mar-18,2.55,2.4,331,5.3,49,23.5,36.6,94,50,73,28.1,5.6,39.2
91,Tulelake FS,Northeast Plateau,Apr-18,4.07,1.93,447,6.2,58.2,30.3,45.3,90,39,62,31.9,6.2,47.7
91,Tulelake FS,Northeast Plateau,May-18,5.88,2.48,544,9.3,69.6,39.1,55.5,92,37,62,42.3,5.6,57.6
91,Tulelake FS,Northeast Plateau,Jun-18,6.91,0.87,653,9.8,74.9,41.6,59.5,90,32,57,43.9,5.2,64.5
91,Tulelake FS,Northeast Plateau,Jul-18,7.41,0,627,12,86,47,68.2,91,26,51,49.1,4.1,69
91,Tulelake FS,Northeast Plateau,Aug-18,6.48,0,560,10.5,84,44.7,64.6,91,22,50,45.5,3.7,67.7
91,Tulelake FS,Northeast Plateau,Sep-18,4.75,0,479,7.5,75.7,35.2,55.9,90,22,49,36.7,3.9,60.6
91,Tulelake FS,Northeast Plateau,Oct-18,2.54,0.75,308,6.8,64.1,29.5,46.5,90,36,62,33.5,3.6,51.7
91,Tulelake FS,Northeast Plateau,Nov-18,1.38,0.79,210,4.9,53.5,21,35.5,90,40,67,24.9,3.7,41.6
91,Tulelake FS,Northeast Plateau,Dec-18,0.83,1.73,148,5.2,41.4,22.8,31.9,95,67,84,27.6,4.7,36.9
91,Tulelake FS,Northeast Plateau,Jan-19,1.04,1.38,171,5.4,46,23.8,33.9,95,61,81,28.6,4.9,35.3
91,Tulelake FS,Northeast Plateau,Feb-19,1.28,2.24,241,4.5,37.1,19.5,29.2,95,63,81,23.9,6.6,35.3
91,Tulelake FS,Northeast Plateau,Mar-19,2.56,1.14,323,5.3,49.5,24.9,36.9,94,47,71,28,5,39.5
91,Tulelake FS,Northeast Plateau,Apr-19,4.13,1.85,453,7.4,59.7,34,47.2,92,45,67,36.1,6.4,48.4
91,Tulelake FS,Northeast Plateau,May-19,5.4,2.01,537,8,65.8,36.9,52.4,90,39,61,38.3,6.1,55.8
91,Tulelake FS,Northeast Plateau,Jun-19,6.44,0.16,586,9.7,75.2,41.5,59.9,90,30,55,43.3,5,64.4
91,Tulelake FS,Northeast Plateau,Jul-19,7.38,0.04,670,12.1,81,45.6,65,94,34,58,49.5,4.3,69
91,Tulelake FS,Northeast Plateau,Aug-19,6.61,0.59,587,11.3,83.5,45.2,65.8,94,26,54,47.8,4.1,68.1
91,Tulelake FS,Northeast Plateau,Sep-19,4.33,1.5,441,9.2,71.4,38,54.9,97,35,64,42.2,4.5,61.2
91,Tulelake FS,Northeast Plateau,Oct-19,2.87,0.39,335,5.1,60.3,23.7,41.7,89,27,54,25.6,4.2,48.6
91,Tulelake FS,Northeast Plateau,Nov-19,1.45,0,211,5,54.8,20,35.9,92,43,70,26.7,3.6,42
91,Tulelake FS,Northeast Plateau,Dec-19,0.76,1.38,126,5.4,42.1,25.1,33.4,96,58,82,28.4,4.2,37.8
91,Tulelake FS,Northeast Plateau,Jan-20,0.94,1.38,146,5.6,43.6,23.8,34.1,96,63,83,29.2,4.8,37.1
91,Tulelake FS,Northeast Plateau,Feb-20,2.03,0.28,299,4,51.2,17.2,34.3,90,32,60,21.6,4.2,36.7
91,Tulelake FS,Northeast Plateau,Mar-20,2.92,0.47,344,5,51.7,22,37.4,93,40,66,26.6,5.3,40.5
91,Tulelake FS,Northeast Plateau,Apr-20,4.91,0.08,508,6.3,61.8,28,47,88,32,56,31.2,6,49
91,Tulelake FS,Northeast Plateau,May-20,5.64,1.18,558,8.2,67.8,36.5,53.1,92,35,59,38.3,5.5,57
91,Tulelake FS,Northeast Plateau,Jun-20,6.76,0.2,641,10.1,73.9,40.8,59.3,93,34,58,44.3,5.4,64.6
91,Tulelake FS,Northeast Plateau,Jul-20,7.7,0.08,679,10.9,83.8,43.7,66.1,92,26,50,46.5,4.3,69.8
91,Tulelake FS,Northeast Plateau,Aug-20,6.48,0.04,543,10.9,85.4,45.4,66.8,89,24,48,46.5,4.2,69.5
91,Tulelake FS,Northeast Plateau,Sep-20,5.06,0.04,465,8,82,38.6,61.2,82,20,44,38.2,4,62.4
91,Tulelake FS,Northeast Plateau,Oct-20,3.16,0.16,355,6.3,69.7,28.1,48.6,86,26,52,31.5,3.7,53.3
91,Tulelake FS,Northeast Plateau,Nov-20,1.3,0.87,211,5.2,49.5,22.4,35.2,92,49,74,27.3,4.7,42.9
91,Tulelake FS,Northeast Plateau,Dec-20,0.9,0.71,162,4.6,42.9,18.3,30.3,95,55,80,24.6,3.6,35.3
91,Tulelake FS,Northeast Plateau,Jan-21,1.02,0.43,160,4.8,42.9,22.7,32.4,92,56,76,23.7,5.5,35.5
91,Tulelake FS,Northeast Plateau,Feb-21,1.63,0.91,263,4.7,45.9,21.3,33.6,93,45,72,25.2,5.5,36.4
91,Tulelake FS,Northeast Plateau,Mar-21,3.28,0.16,407,4.1,52.1,20.6,36.7,88,31,57,21.8,6,39.4
91,Tulelake FS,Northeast Plateau,Apr-21,5.47,0.67,565,4.6,64.1,26.8,47.2,78,20,42,24,5.9,47.2
91,Tulelake FS,Northeast Plateau,May-21,6.71,0.24,645,6.8,69.4,35,53.9,86,24,49,34.4,6.5,56.4
91,Tulelake FS,Northeast Plateau,Jun-21,8.07,0.16,701,9.6,82.9,44.2,66.5,84,21,45,42.7,5.6,65.3
91,Tulelake FS,Northeast Plateau,Jul-21,7.82,0.2,604,11,90.6,50.3,71.6,83,18,42,46.7,4.6,70.5
91,Tulelake FS,Northeast Plateau,Aug-21,6.75,0.16,558,9.4,85.4,44.3,66.5,84,18,43,42.6,4.6,67.6
91,Tulelake FS,Northeast Plateau,Sep-21,4.43,1.46,421,8,77.2,37.9,57.6,88,23,49,37.7,3.8,61.1
91,Tulelake FS,Northeast Plateau,Oct-21,2.59,1.89,283,6.9,61.1,31.9,46.3,92,39,65,34.2,5.4,51.6
91,Tulelake FS,Northeast Plateau,Nov-21,1.22,0.55,190,6.3,54.3,24.6,38.4,96,49,77,31.9,3.5,44.5
91,Tulelake FS,Northeast Plateau,Dec-21,0.9,0.71,152,4.5,40.6,18.4,29.8,94,58,80,24.3,4.6,38.5
91,Tulelake FS,Northeast Plateau,Jan-22,1.31,0.2,217,4.4,48.6,18.6,32.3,91,43,70,23.3,3.6,35.7
91,Tulelake FS,Northeast Plateau,Feb-22,2.06,0,311,3.5,53.2,13.5,32.7,88,27,55,18,4.1,34.8
91,Tulelake FS,Northeast Plateau,Mar-22,3.64,0.2,387,4.8,57.6,25,41.9,86,28,52,24.9,5.7,41.8
91,Tulelake FS,Northeast Plateau,Apr-22,4.18,1.69,495,5.2,54.7,25.7,41,92,36,60,27.4,6.2,45.9
91,Tulelake FS,Northeast Plateau,May-22,5.49,0.35,570,6.8,62.4,31.3,48.4,92,35,59,34.2,6.2,53.8
91,Tulelake FS,Northeast Plateau,Jun-22,7,0.63,665,9.2,74.7,40.1,58.9,90,30,56,41.7,5.3,62.6
91,Tulelake FS,Northeast Plateau,Jul-22,8.04,0.02,683,10.6,88.9,48.3,69.9,85,20,44,46.1,4.3,70.9
91,Tulelake FS,Northeast Plateau,Aug-22,6.94,0.04,588,10.8,89.3,48.6,70.3,84,20,44,45.9,4.5,70.2
91,Tulelake FS,Northeast Plateau,Sep-22,4.77,0.12,443,8.4,80.8,40.2,60.6,85,24,48,39.7,4,63.8
91,Tulelake FS,Northeast Plateau,Oct-22,3.19,0.02,362,5.9,72.1,28.4,49.6,85,23,50,30.8,3.1,54.2
91,Tulelake FS,Northeast Plateau,Nov-22,1.11,0.08,206,4.4,44.4,17.8,30.5,93,50,76,23.7,4,39.8
91,Tulelake FS,Northeast Plateau,Dec-22,0.56,0.21,119,4.9,37.1,18.6,27.8,96,76,89,25,4,35.8
91,Tulelake FS,Northeast Plateau,Jan-23,0.91,0.08,172,4.6,40.5,18,29,94,61,82,24.1,6.3,35.7
91,Tulelake FS,Northeast Plateau,Feb-23,1.7,0.25,269,4,45.9,17.8,31.3,90,41,67,21.5,5.2,33
91,Tulelake FS,Northeast Plateau,Mar-23,2.3,1.17,326,4.6,43.3,20.5,32.1,93,50,73,24.5,6.4,35.5
91,Tulelake FS,Northeast Plateau,Apr-23,4.81,0.29,523,5.2,59.6,26.1,44,87,29,53,27.2,6.1,43.5
91,Tulelake FS,Northeast Plateau,May-23,6.14,1.65,594,8.7,70.3,38.9,55.2,93,32,59,40.3,5.1,57.2
91,Tulelake FS,Northeast Plateau,Jun-23,6.64,0.29,645,10.1,75.6,42.3,59.8,90,32,57,44.1,4.5,65.2
91,Tulelake FS,Northeast Plateau,Jul-23,7.98,0,698,11.9,87,47.4,69,89,29,49,49.1,3.8,72.5
91,Tulelake FS,Northeast Plateau,Aug-23,6.14,1.69,554,11.7,83.6,47.4,65.9,93,28,54,48.2,3.4,70.9
91,Tulelake FS,Northeast Plateau,Sep-23,4.38,0.53,439,8.7,73.7,38,55.9,93,31,58,40.6,4.2,62.4
91,Tulelake FS,Northeast Plateau,Oct-23,2.75,0.34,318,6.9,66.3,29.4,47.4,90,33,60,33.7,3.6,53.5
91,Tulelake FS,Northeast Plateau,Nov-23,1.3,0.63,195,5.6,52.8,23.6,37.5,92,44,71,28.7,3.5,44.5
91,Tulelake FS,Northeast Plateau,Dec-23,0.7,1.27,114,6,46.6,25.4,35.5,96,63,84,30.9,3.7,39.5
91,Tulelake FS,Northeast Plateau,Jan-24,0.87,1.41,119,6.1,44.8,26.3,35.7,96,67,85,31.4,5.4,39.1
91,Tulelake FS,Northeast Plateau,Feb-24,1.4,1.48,217,5.5,47,25,35.5,96,56,78,29.2,5.4,39.7
91,Tulelake FS,Northeast Plateau,Mar-24,3.06,0.77,359,5.1,51.4,24.8,38.2,91,41,65,27.1,6.5,41
91,Tulelake FS,Northeast Plateau,Apr-24,4.21,0.99,479,6.1,59.8,27.4,44.1,91,37,62,31.4,5.3,48.3
99,Santa Monica,Los Angeles Basin,Dec-92,-195.51,2.08,235,9.3,63.9,45.1,54.8,65,57,63,42.3,3.2,52.1
99,Santa Monica,Los Angeles Basin,Jan-93,1.43,14.88,197,11,61.8,47.3,54.5,78,72,75,46.8,3.8,54.2
99,Santa Monica,Los Angeles Basin,Feb-93,1.94,9.75,279,10.8,62.7,47.7,54.5,77,70,74,46.4,4,57.1
99,Santa Monica,Los Angeles Basin,Mar-93,3.81,3.27,441,11,67.2,51,59.1,81,51,65,46.6,3.9,62.8
99,Santa Monica,Los Angeles Basin,Apr-93,5.31,0.02,593,11.4,69.5,52,61.4,81,42,62,47.6,4.1,67.6
99,Santa Monica,Los Angeles Basin,May-93,5.81,0.01,624,13.5,69.6,55.1,62.5,84,56,71,52.5,4.3,69.9
99,Santa Monica,Los Angeles Basin,Jun-93,5.51,1.32,608,16.4,72.8,58.2,64.8,89,65,78,57.5,4.1,72.8
99,Santa Monica,Los Angeles Basin,Jul-93,5.25,0,554,17.7,72,60.7,66.5,89,68,80,60,4.3,74.4
99,Santa Monica,Los Angeles Basin,Aug-93,5.32,0,568,18.1,73,60,66.1,92,70,82,60.6,3.9,75.5
99,Santa Monica,Los Angeles Basin,Sep-93,4.25,0.15,489,17.2,73.7,57.9,65.7,93,65,80,59.1,3.6,73.1
99,Santa Monica,Los Angeles Basin,Oct-93,3.12,0.41,346,15.2,73.6,56.7,64.5,90,56,74,55,3.4,69.1
99,Santa Monica,Los Angeles Basin,Nov-93,2.98,0.73,295,8.8,70,53.2,60.9,73,33,50,38,4,62.9
99,Santa Monica,Los Angeles Basin,Dec-93,2.49,1.19,254,7.6,67.1,48.9,57.4,71,34,50,35.9,3.7,58.2
99,Santa Monica,Los Angeles Basin,Jan-94,2.71,0.34,279,8,67.6,49.5,57.9,75,32,50,37.5,3.5,58.6
99,Santa Monica,Los Angeles Basin,Feb-94,2.6,4.74,321,8.7,63.5,47,54.7,80,44,61,38.6,4.2,58.3
99,Santa Monica,Los Angeles Basin,Mar-94,3.58,1.49,415,11.8,66.9,51.2,58.6,89,55,73,48.4,3.7,64.9
99,Santa Monica,Los Angeles Basin,Apr-94,4.03,0.61,487,12.7,65.2,52.2,58,91,64,78,50.6,3.9,67.8
99,Santa Monica,Los Angeles Basin,May-94,4.19,0.11,502,14,65.2,52.7,58.8,93,69,83,53.5,4,68.6
99,Santa Monica,Los Angeles Basin,Jun-94,5.55,0,616,16.7,72.6,58.6,65.2,91,66,79,58.5,3.9,74.6
99,Santa Monica,Los Angeles Basin,Jul-94,4.98,0,555,17.8,70.8,59.9,64.4,95,75,86,60.1,3.9,75.7
99,Santa Monica,Los Angeles Basin,Aug-94,5.82,0.11,599,20,79,60.8,70.3,95,63,79,63.4,3.7,77.7
99,Santa Monica,Los Angeles Basin,Sep-94,4.3,0.01,481,17.8,76.1,59.8,67,94,61,79,60.1,3.7,73.9
99,Santa Monica,Los Angeles Basin,Oct-94,3.54,0.2,387,13.5,72.6,54.8,63.5,90,52,70,51.9,3.9,66.7
99,Santa Monica,Los Angeles Basin,Nov-94,2.69,0.82,299,7.7,65.5,47.9,56,72,33,51,35.7,4.2,58.4
99,Santa Monica,Los Angeles Basin,Dec-94,2.04,0.01,239,9.1,65.1,47.5,55.5,85,44,62,40.8,3.6,57.4
99,Santa Monica,Los Angeles Basin,Jan-95,1.35,11.16,174,11.6,61.8,48.5,54.8,92,66,80,47.9,3.8,58.5
99,Santa Monica,Los Angeles Basin,Feb-95,2.11,2.22,288,12.7,65.8,52.2,60,90,58,75,50.6,3.4,63.6
99,Santa Monica,Los Angeles Basin,Mar-95,3.71,8.08,408,11.9,65.9,51,58.5,86,57,72,47.9,4.3,65
99,Santa Monica,Los Angeles Basin,Apr-95,5.08,1.19,560,11.1,67.4,52,59.1,87,49,67,46.6,4.7,68.3
99,Santa Monica,Los Angeles Basin,May-95,4.43,0.39,528,13.8,64.1,52.6,57.6,95,71,85,52.9,4.2,68.2
99,Santa Monica,Los Angeles Basin,Jun-95,4.7,0.47,554,13.8,68,55.8,61.3,85,62,75,53,4.1,71.1
99,Santa Monica,Los Angeles Basin,Jul-95,6.05,0,645,18.3,73.8,59.4,65.7,96,72,85,61,3.9,74.2
99,Santa Monica,Los Angeles Basin,Aug-95,6.04,0,608,17.9,75,59.5,66.5,95,66,81,60.2,3.8,75.8
99,Santa Monica,Los Angeles Basin,Sep-95,4.57,0.3,498,18.3,75.8,59.5,67.2,96,64,81,60.8,3.6,72.8
99,Santa Monica,Los Angeles Basin,Oct-95,3.41,0.04,367,15.3,72.6,56.6,63.7,93,60,77,55.4,3.6,69
99,Santa Monica,Los Angeles Basin,Nov-95,2.31,0.08,277,12.5,69.3,52.4,60.4,86,54,71,49.4,2.7,64.4
99,Santa Monica,Los Angeles Basin,Dec-95,2.07,2.19,219,10.4,65.6,49.2,57.1,79,48,65,44.5,3.9,59.5
99,Santa Monica,Los Angeles Basin,Jan-96,2.55,0.8,254,8.5,67.6,48.2,58,73,37,54,39.2,3.4,59.2
99,Santa Monica,Los Angeles Basin,Feb-96,1.65,5.87,187,11.7,63.3,49.6,55.9,91,59,76,47.6,3.6,61.9
99,Santa Monica,Los Angeles Basin,Mar-96,2.56,2.16,271,11.4,65.6,49.7,57.2,90,55,73,47.2,3.6,63.2
99,Santa Monica,Los Angeles Basin,Apr-96,4.01,1.05,389,12,71.7,53.6,62.4,88,44,65,48.6,3.9,67
99,Santa Monica,Los Angeles Basin,May-96,4.01,0.83,416,15.2,69.9,54.8,62.4,94,62,79,55.6,3.9,70.2
99,Santa Monica,Los Angeles Basin,Jun-96,3.92,0,423,15.9,71.8,56.9,64,90,65,79,57.1,3.8,72.3
99,Santa Monica,Los Angeles Basin,Jul-96,3.66,0,391,16.2,73.1,59,65.1,86,63,77,57.5,1.7,73.7
99,Santa Monica,Los Angeles Basin,Aug-96,3.92,0,386,18.6,77,61.2,68.1,94,63,79,61.3,4,74.3
99,Santa Monica,Los Angeles Basin,Sep-96,2.89,0.12,325,18.2,73.5,59.8,65.8,94,70,84,60.8,4,72.6
99,Santa Monica,Los Angeles Basin,Oct-96,2.5,0.05,243,13.6,70.1,55,61.6,87,57,74,51.6,4.2,66.7
99,Santa Monica,Los Angeles Basin,Nov-96,2.15,2.33,182,10.2,68.4,51.8,61.3,80,46,58,42.9,3.9,60.5
99,Santa Monica,Los Angeles Basin,Dec-96,1.51,6.48,136,10.8,65,50.6,57.4,85,52,69,44.4,3.9,57
99,Santa Monica,Los Angeles Basin,Jan-97,1.41,7.04,138,10.9,67,48.3,55.6,87,58,73,44.9,3.6,56.4
99,Santa Monica,Los Angeles Basin,Feb-97,2.45,0.17,235,9.1,67.2,49.4,57.3,78,38,58,40.9,4.5,57.5
99,Santa Monica,Los Angeles Basin,Mar-97,2.95,0.02,303,11.4,68.5,50.1,58.4,89,50,70,47,3.9,61.3
99,Santa Monica,Los Angeles Basin,Apr-97,4.95,0.01,477,12.5,73,52.8,62.8,82,47,65,49.9,4.8,63.8
