Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),Total Precip (in),Avg Sol Rad (Ly/day),Avg Vap Pres (mBars),Avg Max Air Temp (F),Avg Min Air Temp (F),Avg Air Temp (F),Avg Max Rel Hum (%),Avg Min Rel Hum (%),Avg Rel Hum (%),Avg Dew Point (F),Avg Wind Speed (mph),Avg Soil Temp (F)
2,FivePoints,San Joaquin Valley,Nov-99,2.47,0.04,259,9.7,69.9,41.4,55,85,44,65,43.3,4.6,59.9
2,FivePoints,San Joaquin Valley,Dec-99,1.94,0,215,6.7,60.2,31.9,45.2,84,45,65,34,5,51.5
2,FivePoints,San Joaquin Valley,Jan-00,1.17,1.38,174,10.2,60.4,39.3,49.6,94,63,81,44,5.2,51.9
2,FivePoints,San Joaquin Valley,Feb-00,1.84,2.13,236,11.7,63.8,43.3,53.3,98,63,84,48.6,6.1,55
2,FivePoints,San Joaquin Valley,Mar-00,4.48,1.18,434,9.9,68.9,42.4,55.6,88,46,67,43.9,6.5,56.5
2,FivePoints,San Joaquin Valley,Apr-00,6.37,0.87,549,10.3,78.5,48.1,63.4,81,31,53,45.1,7.2,62.3
2,FivePoints,San Joaquin Valley,May-00,8.57,0,636,11.7,85.3,54.3,70.1,72,28,46,47.9,8.3,69.3
2,FivePoints,San Joaquin Valley,Jun-00,8.77,0.04,706,15,93.2,60,77.2,74,30,47,55,6.3,75
2,FivePoints,San Joaquin Valley,Jul-00,8.66,0,715,15.3,92.1,57.4,75.3,83,31,51,55.9,6,76.8
2,FivePoints,San Joaquin Valley,Aug-00,7.97,0.04,618,15.1,94.6,59.3,77.2,79,27,48,55.4,5.5,77.5
2,FivePoints,San Joaquin Valley,Sep-00,6.07,0,505,13.2,88.5,55.3,72,78,31,49,51.7,5.6,72.8
2,FivePoints,San Joaquin Valley,Oct-00,3.96,1.81,361,11.9,77.7,48.6,62.7,86,43,62,48.8,5.5,66.7
2,FivePoints,San Joaquin Valley,Nov-00,1.72,,,,,,,,,,,,
2,FivePoints,San Joaquin Valley,Dec-00,0.94,0,209,7.1,57.6,30.9,43.8,91,51,75,35.6,2.4,51.1
2,FivePoints,San Joaquin Valley,Jan-01,1.54,0.33,246,7.8,57.3,33.8,44.3,93,56,78,37.9,5.5,49.2
2,FivePoints,San Joaquin Valley,Feb-01,2.22,0.95,287,8.6,60.1,37.5,48.2,92,52,74,40.3,6.3,50.3
2,FivePoints,San Joaquin Valley,Mar-01,4.22,1.91,427,11.3,70.5,44.6,57,91,50,71,47.6,5.6,55.5
2,FivePoints,San Joaquin Valley,Apr-01,5.49,0.87,549,9.4,71.3,42.4,57,85,38,60,42.5,6.1,56.7
2,FivePoints,San Joaquin Valley,May-01,9.9,0,703,10.7,92.2,56.4,75.4,64,20,36,45.8,7.5,67
2,FivePoints,San Joaquin Valley,Jun-01,10.04,0,739,11.3,94.7,58,77.7,65,19,35,47.3,7.4,72.7
2,FivePoints,San Joaquin Valley,Jul-01,8.52,0,660,15.6,94.1,61.1,78,77,29,48,56.2,5.8,77.1
2,FivePoints,San Joaquin Valley,Aug-01,8.73,0,668,14.4,95.9,59.9,78.2,76,24,44,54.3,6.1,77.8
2,FivePoints,San Joaquin Valley,Sep-01,6.56,0,575,12.5,92.2,57.6,74.9,68,24,42,50.3,5.5,75.7
2,FivePoints,San Joaquin Valley,Oct-01,4.83,0.07,425,10.5,82.5,51.9,66.2,70,31,49,45.4,5.1,69.5
2,FivePoints,San Joaquin Valley,Nov-01,1.87,1.09,209,11.4,67,43.9,55.1,93,58,78,47.6,4.8,61.4
2,FivePoints,San Joaquin Valley,Dec-01,1.12,1.22,157,9.5,55.2,38.4,46.4,97,71,87,42.8,6.2,51.4
2,FivePoints,San Joaquin Valley,Jan-02,1.22,0.52,171,9,53.9,36.3,44.6,97,70,87,40.9,5.1,
2,FivePoints,San Joaquin Valley,Feb-02,1.22,0.05,319,10.2,67.9,41,54.2,92,50,71,44.9,5.8,56.4
2,FivePoints,San Joaquin Valley,Mar-02,,0.6,429,8.2,68.8,39,53.9,84,35,58,38.7,7.1,58
2,FivePoints,San Joaquin Valley,Apr-02,,0.07,545,9.9,76.3,46.8,62,79,33,52,43.7,7.2,69.2
2,FivePoints,San Joaquin Valley,May-02,,0.01,644,9.8,83.9,51.1,68.7,66,24,41,43.2,8.2,70.9
2,FivePoints,San Joaquin Valley,Jun-02,,0,695,12.9,91.7,58.5,75.5,67,25,42,50.7,7.6,76.4
2,FivePoints,San Joaquin Valley,Jul-02,,0,671,15.8,97.1,62.7,79.8,72,27,46,56.8,5.8,83.7
2,FivePoints,San Joaquin Valley,Aug-02,,0,609,14.6,92.9,57.8,75.2,77,29,49,54.4,5.3,78
2,FivePoints,San Joaquin Valley,Sep-02,,0,482,12.1,89.6,56.1,72.9,71,27,45,49.5,5.4,73.3
2,FivePoints,San Joaquin Valley,Oct-02,,0,315,9.6,77.8,46,61.1,76,34,53,43,4.6,68.1
2,FivePoints,San Joaquin Valley,Nov-02,,0,189,10.3,66.5,40,53,90,52,74,43.5,4.7,57.6
2,FivePoints,San Joaquin Valley,Dec-02,,0.27,173,9.9,58.1,39.3,47.9,97,70,87,44.2,5.7,50.6
2,FivePoints,San Joaquin Valley,Jan-03,0.57,0.3,130,11.1,54.6,41.5,47.8,100,87,97,47,3.9,51.4
2,FivePoints,San Joaquin Valley,Feb-03,2.04,1.2,286,9.7,60.5,38.8,49.2,95,60,80,43.1,5.2,52.2
2,FivePoints,San Joaquin Valley,Mar-03,4.59,0.74,474,10,69.7,42.3,56.3,89,45,66,44.2,6.4,56.2
2,FivePoints,San Joaquin Valley,Apr-03,5.15,0.48,495,9.5,68.5,43.4,56.6,87,40,61,43,7.1,58
2,FivePoints,San Joaquin Valley,May-03,7.74,0.56,626,11.2,80.5,52.1,66.9,77,32,51,47.2,7.2,63.6
2,FivePoints,San Joaquin Valley,Jun-03,8.97,0,709,12.8,90.9,57.1,75,73,26,44,50.8,6.5,70.5
2,FivePoints,San Joaquin Valley,Jul-03,9.15,0,653,15.3,97.2,63.7,81.2,70,24,42,55.4,6,74.6
2,FivePoints,San Joaquin Valley,Aug-03,8.04,0,606,15.3,91.8,61.1,76.6,75,31,49,55.7,6.4,75.7
2,FivePoints,San Joaquin Valley,Sep-03,6.73,0,517,13,90.9,58.6,74.8,69,27,44,51.1,6,73.4
2,FivePoints,San Joaquin Valley,Oct-03,4.91,0.01,389,10,83.6,50.7,66.5,69,27,45,44.2,5.1,68
2,FivePoints,San Joaquin Valley,Nov-03,2.06,0.15,232,8.6,62.9,38.6,50.3,87,47,68,39.8,4.8,58.3
2,FivePoints,San Joaquin Valley,Dec-03,1.24,1.37,178,9.6,58.6,39.8,48.7,95,62,81,43.1,5.7,53.8
2,FivePoints,San Joaquin Valley,Jan-04,0.89,0.57,127,8.9,53,38.4,45.2,96,72,87,41.4,4.9,49.8
2,FivePoints,San Joaquin Valley,Feb-04,2.03,2.23,247,9.2,60.4,39.1,49.6,92,55,76,41.9,5.5,50.9
2,FivePoints,San Joaquin Valley,Mar-04,4.79,0.44,446,11.2,74.8,44.9,60,89,42,64,47.5,5.9,57.5
2,FivePoints,San Joaquin Valley,Apr-04,7.06,0.01,625,9.1,78,46.6,63,76,29,47,41.8,7.1,60.7
2,FivePoints,San Joaquin Valley,May-04,8.64,0,719,9.5,83,51,67.9,70,23,41,43.2,7.3,64.7
2,FivePoints,San Joaquin Valley,Jun-04,8.4,0,692,12.6,88.3,55.6,73.1,71,28,45,50.3,6.4,70.6
2,FivePoints,San Joaquin Valley,Jul-04,8.44,0,649,15.4,93.9,61.3,77.8,73,29,47,56,5.4,76.1
2,FivePoints,San Joaquin Valley,Aug-04,7.67,0,585,14.5,92.1,60.1,76.4,73,29,47,54.4,5.5,75.7
2,FivePoints,San Joaquin Valley,Sep-04,6.45,0,500,10.3,88.7,54.7,71.9,64,23,39,45.1,5.3,71.4
2,FivePoints,San Joaquin Valley,Oct-04,3.68,1.75,328,10.9,75.4,49.6,61.9,79,40,60,46.6,4.6,65.6
2,FivePoints,San Joaquin Valley,Nov-04,1.59,0.43,196,9.6,60.9,40.1,49.7,92,57,77,42.5,4.4,58.1
2,FivePoints,San Joaquin Valley,Dec-04,0.83,2.1,122,8.9,52.7,36.9,44.8,95,73,86,40.8,5.3,52.3
2,FivePoints,San Joaquin Valley,Jan-05,0.76,1.78,121,9.7,52.8,40.7,46.5,95,78,89,43.5,5.1,52.5
2,FivePoints,San Joaquin Valley,Feb-05,1.78,1.96,246,11.1,63,43.6,52.4,95,62,82,47,4.8,55.2
2,FivePoints,San Joaquin Valley,Mar-05,3.42,1.3,355,11.1,68.2,44.5,55.8,92,50,72,46.7,5.3,59
2,FivePoints,San Joaquin Valley,Apr-05,5.52,0.83,501,9.1,71.3,43.2,57.9,80,36,56,41.6,7.2,59.4
2,FivePoints,San Joaquin Valley,May-05,7.7,0.79,601,11.9,81.3,52.8,67.9,79,33,52,48.8,7.4,66.1
2,FivePoints,San Joaquin Valley,Jun-05,8.74,0,673,11.4,86.1,55.1,71.6,72,26,43,47.7,7.4,70.1
2,FivePoints,San Joaquin Valley,Jul-05,9.4,0,658,15.6,97.6,64.9,82.3,70,25,42,56.5,6,77.5
2,FivePoints,San Joaquin Valley,Aug-05,8.66,0,604,13.6,94.6,62.7,79.3,66,24,40,52.5,6.1,77.7
2,FivePoints,San Joaquin Valley,Sep-05,6.09,0.18,502,11.4,85.3,54.2,69.9,71,28,46,47.8,5.3,73.1
2,FivePoints,San Joaquin Valley,Oct-05,4.39,0.07,372,10.2,77.6,48.1,63.7,74,34,51,44.7,5.4,67.2
2,FivePoints,San Joaquin Valley,Nov-05,2.43,0.16,249,9.2,69.1,42.6,54.6,83,41,63,42,4.7,60.9
2,FivePoints,San Joaquin Valley,Dec-05,1.1,1.38,144,10.2,58.8,41,49.1,94,68,84,44.3,5.3,55.6
2,FivePoints,San Joaquin Valley,Jan-06,1.59,4.03,211,9.1,57.1,37,46.7,94,66,83,41.8,4.9,52.9
2,FivePoints,San Joaquin Valley,Feb-06,2.56,0.35,320,8.4,64.7,37,49.7,88,44,68,39.4,5,53
2,FivePoints,San Joaquin Valley,Mar-06,3.05,3.16,346,8.7,60.7,37.1,48.8,93,51,74,40.7,6,54.1
2,FivePoints,San Joaquin Valley,Apr-06,4.68,0.87,458,11.2,70.1,47,58.4,88,46,67,47.2,6.6,59.9
2,FivePoints,San Joaquin Valley,May-06,8.17,1.13,617,11.2,84,53.6,69.6,72,28,46,47.2,7,68.6
2,FivePoints,San Joaquin Valley,Jun-06,8.73,0,646,13.7,91.5,60.5,76.6,67,26,44,52.6,6.7,73.2
2,FivePoints,San Joaquin Valley,Jul-06,9.23,0,677,15.8,98.1,66,82.9,66,24,41,56.5,5.9,78.5
2,FivePoints,San Joaquin Valley,Aug-06,8.13,0,650,13.3,91.8,59.6,76.1,69,26,43,51.9,5.5,77.1
2,FivePoints,San Joaquin Valley,Sep-06,6.58,0,530,11.1,88.6,54.9,71.8,68,24,41,46.7,5.6,73.4
2,FivePoints,San Joaquin Valley,Oct-06,3.91,0.4,373,9.8,76.1,46.1,60.2,80,34,55,43.2,4.6,67.4
2,FivePoints,San Joaquin Valley,Nov-06,2.32,0.93,252,9.7,65.5,41.4,53,86,50,69,42.7,5,61.5
2,FivePoints,San Joaquin Valley,Dec-06,1.57,0.54,189,7.1,57.4,32.5,44,87,51,71,34.8,5.6,53.1
2,FivePoints,San Joaquin Valley,Jan-07,2.05,0.42,261,5.9,57.3,28.4,41.3,84,40,64,29.4,5.2,47.5
2,FivePoints,San Joaquin Valley,Feb-07,2.32,0.8,291,9.1,62.4,39.6,50.5,94,49,72,41.7,5.7,52.4
2,FivePoints,San Joaquin Valley,Mar-07,4.96,0.39,481,9.2,74.2,42.7,58.4,84,33,55,42,5.5,57.2
2,FivePoints,San Joaquin Valley,Apr-07,6.3,0.6,549,8.8,75.6,45.8,61.2,74,29,48,40.6,7,62.3
2,FivePoints,San Joaquin Valley,May-07,9.1,0,697,8.9,85.2,52.5,69.7,62,21,36,41.1,7.5,69.3
2,FivePoints,San Joaquin Valley,Jun-07,9.36,0,734,11.2,90.5,56.1,74.6,68,22,38,47.1,7.4,73.7
2,FivePoints,San Joaquin Valley,Jul-07,8.72,0,665,14.9,93.7,60.9,78.2,74,27,45,55,6.2,78.7
2,FivePoints,San Joaquin Valley,Aug-07,7.62,0,544,14,94.1,61.1,77.9,70,25,42,52.6,5.6,78.5
2,FivePoints,San Joaquin Valley,Sep-07,5.54,0,443,12.2,84.4,54.7,69.6,77,30,50,49.4,5.7,73.3
2,FivePoints,San Joaquin Valley,Oct-07,3.83,1.61,336,9.7,75.7,46.9,60.9,76,34,54,43,4.8,64.1
2,FivePoints,San Joaquin Valley,Nov-07,2.46,0.05,239,8.5,68.3,39.6,53.3,76,42,59,39.3,4.8,58.9
2,FivePoints,San Joaquin Valley,Dec-07,1.5,1.02,177,7.1,55.5,32.6,43.5,89,53,72,35,5.5,49.9
2,FivePoints,San Joaquin Valley,Jan-08,1.37,4.07,156,8.2,55.5,36.5,45.5,93,60,79,39.1,6.1,49.2
2,FivePoints,San Joaquin Valley,Feb-08,2.53,0.54,286,8.3,62.5,37,49.1,89,47,70,39.3,6,50.5
2,FivePoints,San Joaquin Valley,Mar-08,4.92,0.23,428,7.7,68.8,40.1,54.6,77,32,53,37.4,7.3,55.1
2,FivePoints,San Joaquin Valley,Apr-08,6.32,0.35,524,7.5,74.2,41.8,58.7,70,26,44,36.7,7.3,60.1
2,FivePoints,San Joaquin Valley,May-08,7.81,0.02,566,9.8,81.3,51.1,67.2,67,28,44,43.4,7.3,66.8
2,FivePoints,San Joaquin Valley,Jun-08,9.05,0,621,10.2,90.8,56.1,74.9,57,20,35,44.6,7.3,70.3
2,FivePoints,San Joaquin Valley,Jul-08,8.2,0,572,14.2,93.7,61.8,78.4,67,26,43,53.6,5.9,76.8
2,FivePoints,San Joaquin Valley,Aug-08,8.4,0,607,12.9,96.1,61.9,79.6,63,22,38,51.2,5.4,77.6
2,FivePoints,San Joaquin Valley,Sep-08,6.49,0,517,10.9,91.2,56.1,73.3,63,23,40,46.5,5,72.9
2,FivePoints,San Joaquin Valley,Oct-08,4.84,0.02,381,8.4,79.9,48.1,63.4,61,26,41,38.6,5.4,65
2,FivePoints,San Joaquin Valley,Nov-08,2.29,1.54,246,9.7,67.4,41.6,54.1,83,51,68,43.6,4.4,59.3
2,FivePoints,San Joaquin Valley,Dec-08,1.02,1.44,160,6.7,48.5,30.4,35.8,97,69,87,32.1,4.7,52.1
2,FivePoints,San Joaquin Valley,Jan-09,1.52,0.92,215,8.3,57.8,33.8,45,96,60,81,39.4,4,49.8
2,FivePoints,San Joaquin Valley,Feb-09,2.1,1.76,279,9.3,61.5,37.2,49,97,54,78,42.3,5.7,51.9
2,FivePoints,San Joaquin Valley,Mar-09,4.78,1.02,467,8.5,67.5,37.8,53.1,86,39,61,39.6,6.6,55.1
2,FivePoints,San Joaquin Valley,Apr-09,6.44,4.01,584,8.2,74.5,40.9,58.7,76,27,48,38.6,6.8,59.3
2,FivePoints,San Joaquin Valley,May-09,9.04,0,667,11.1,87.6,54.7,72.3,70,24,42,46.8,7.7,67.2
2,FivePoints,San Joaquin Valley,Jun-09,8.2,0.08,668,12,87,55.9,73.1,72,27,45,49.2,6.5,72.7
2,FivePoints,San Joaquin Valley,Jul-09,9.97,0,687,12,97.1,62.8,81.1,58,19,33,48.9,6.7,75.5
2,FivePoints,San Joaquin Valley,Aug-09,8.59,0,594,11.8,94.5,60.7,78.1,60,20,36,48.7,6.2,75
2,FivePoints,San Joaquin Valley,Sep-09,6.94,0,508,11.2,92.2,58.6,75.5,61,22,38,47.2,5.8,72.9
2,FivePoints,San Joaquin Valley,Oct-09,4.34,2.39,371,10.2,74.7,45,60.4,73,38,54,41.8,6.3,64.7
2,FivePoints,San Joaquin Valley,Nov-09,2.49,0.24,276,8,66.4,35.7,50.5,84,41,63,38.3,4.7,56
2,FivePoints,San Joaquin Valley,Dec-09,1.17,1.66,181,8.6,54.9,33.8,42.9,97,68,88,39.8,3.6,50.6
2,FivePoints,San Joaquin Valley,Jan-10,1.14,0.98,154,8,53.8,36.3,38.7,98,73,89,38.1,3.4,50.9
2,FivePoints,San Joaquin Valley,Feb-10,1.59,2.39,242,10.9,61.1,42.2,51.2,97,65,85,46.8,3.4,53.2
2,FivePoints,San Joaquin Valley,Mar-10,4.23,0.57,439,8.9,66.8,38.6,53,89,43,65,41.2,5.7,53.8
2,FivePoints,San Joaquin Valley,Apr-10,5.04,2.93,501,9.4,68.7,42.4,55.6,88,40,63,42.6,6.6,56.9
2,FivePoints,San Joaquin Valley,May-10,7.97,0.52,640,8.7,77.6,47.1,63.3,74,25,44,40.4,7.5,61.2
2,FivePoints,San Joaquin Valley,Jun-10,9.53,0.72,697,10.9,90.8,56.9,75.2,66,21,36,46,7.5,68.7
2,FivePoints,San Joaquin Valley,Jul-10,9.47,0.43,684,12.9,96.7,60.9,79.4,66,20,38,51.1,6,74.6
2,FivePoints,San Joaquin Valley,Aug-10,8.32,2.1,623,11.9,93.7,57.5,76,68,21,39,49.1,5.4,74.2
2,FivePoints,San Joaquin Valley,Sep-10,6.52,4.94,515,11,90.3,55.2,73.1,66,23,40,46.8,5.1,70.2
2,FivePoints,San Joaquin Valley,Oct-10,3.81,4.89,337,11.3,78,52.2,65,77,35,54,47.2,4.1,66.5
2,FivePoints,San Joaquin Valley,Nov-10,1.99,2.32,242,8.8,64.9,39.2,51,88,45,69,40.7,3.3,56.2
2,FivePoints,San Joaquin Valley,Dec-10,1.04,4.43,145,10.4,58.2,42.3,49.7,94,68,84,45.1,4.4,52.6
2,FivePoints,San Joaquin Valley,Jan-11,0.66,2.22,117,9,51.6,38.6,44.4,96,77,90,41.6,3.1,49.4
2,FivePoints,San Joaquin Valley,Feb-11,2.25,1.15,272,7.6,60.3,35.2,47.2,91,45,69,37.1,5.6,49.5
2,FivePoints,San Joaquin Valley,Mar-11,3.17,2.1,324,9.8,64.9,42.3,53.4,90,49,70,43.6,6.2,53.8
2,FivePoints,San Joaquin Valley,Apr-11,5.72,0.31,508,9.4,72.1,45.2,58.7,81,34,55,42,7.2,60
2,FivePoints,San Joaquin Valley,May-11,7.33,0.14,588,8.7,77.6,46,62.6,74,27,45,40.6,7,64.7
2,FivePoints,San Joaquin Valley,Jun-11,7.7,0.69,639,12.3,85.8,53.9,70.8,81,28,49,49.8,5.9,72.3
2,FivePoints,San Joaquin Valley,Jul-11,8.66,0,686,14.4,93.1,60.1,77.4,75,27,45,54.2,5.7,77.6
2,FivePoints,San Joaquin Valley,Aug-11,7.9,0,624,13.5,93.4,58,76,74,25,44,52.5,4.9,78
2,FivePoints,San Joaquin Valley,Sep-11,6.27,0,499,12.9,90.8,58.7,74.8,69,26,44,51.2,5,74.6
2,FivePoints,San Joaquin Valley,Oct-11,4.02,0.44,365,11.4,79.4,49.2,63.5,80,34,56,47.2,4.6,66.8
2,FivePoints,San Joaquin Valley,Nov-11,1.99,1.35,233,8.8,62.1,38.6,49.8,91,53,74,40.9,4.7,55.6
2,FivePoints,San Joaquin Valley,Dec-11,1.96,0.01,229,5.6,58.2,28.4,41.4,83,40,63,29.3,4.4,46.5
2,FivePoints,San Joaquin Valley,Jan-12,2.08,0.57,235,7,61.3,32.4,45.8,84,42,65,34.2,4.7,46.5
2,FivePoints,San Joaquin Valley,Feb-12,2.83,2.24,300,7.4,63.8,37.2,50.3,83,37,59,36.3,6,50.6
2,FivePoints,San Joaquin Valley,Mar-12,4.28,2.71,403,8,67.4,41.5,54.1,79,35,56,37.8,6.4,53.9
2,FivePoints,San Joaquin Valley,Apr-12,5.22,5.07,504,10.1,73.8,46.4,60.4,80,36,55,43.6,6.4,63.1
2,FivePoints,San Joaquin Valley,May-12,7.5,1.26,659,8.8,84.3,51.4,68.6,64,21,37,41.1,7,72.1
2,FivePoints,San Joaquin Valley,Jun-12,9.42,0.87,704,10.1,88.8,56.1,73.7,61,22,36,44.4,7.8,75.9
2,FivePoints,San Joaquin Valley,Jul-12,8.98,0,675,12.5,94.2,59.4,77.4,68,22,39,50.4,5.6,78.9
2,FivePoints,San Joaquin Valley,Aug-12,8.71,0,606,11.9,96.5,63,80.2,60,20,34,49.1,5.8,79
2,FivePoints,San Joaquin Valley,Sep-12,6.73,0,514,10.6,93.2,58.7,75.8,60,19,35,46,4.9,75.6
2,FivePoints,San Joaquin Valley,Oct-12,4.31,0,361,10,79.8,49.9,64.7,72,31,49,44.3,5,68.6
2,FivePoints,San Joaquin Valley,Nov-12,1.95,0.53,204,9.5,68.3,41,53.8,86,43,66,42.3,4.2,60.1
2,FivePoints,San Joaquin Valley,Dec-12,1.22,1.3,152,9,56.9,38.2,47.3,92,61,80,41.1,5.6,53.2
2,FivePoints,San Joaquin Valley,Jan-13,1.75,0.52,230,7,56.6,31.8,43.3,89,49,71,34.4,4.3,46.8
2,FivePoints,San Joaquin Valley,Feb-13,2.59,0.54,333,7.3,61.6,34.4,47.6,87,43,65,36.1,4.8,49.5
2,FivePoints,San Joaquin Valley,Mar-13,4.82,0.9,439,9,72.3,44.5,58.1,79,33,55,41.2,5.8,56.1
2,FivePoints,San Joaquin Valley,Apr-13,7.61,0.06,615,8.5,78.6,48.6,64.2,68,25,42,39.4,8.2,61.3
2,FivePoints,San Joaquin Valley,May-13,8.85,0.04,663,9.2,83.7,52.4,69,64,22,38,41.6,7.7,67.7
2,FivePoints,San Joaquin Valley,Jun-13,9.19,0,704,12.2,91.5,59.1,76.4,63,24,39,49.1,6.8,71.6
2,FivePoints,San Joaquin Valley,Jul-13,9.09,0.02,663,13.2,97.3,63,80.5,62,21,37,51.7,5.3,76.5
2,FivePoints,San Joaquin Valley,Aug-13,8.47,0,633,12.7,94.1,60.3,77.5,68,22,40,50.8,5.9,78.3
2,FivePoints,San Joaquin Valley,Sep-13,6.72,0,524,11.3,87.5,56.1,71.7,67,24,42,47,6.3,73.2
2,FivePoints,San Joaquin Valley,Oct-13,4.53,0,405,7.5,78.5,43.3,60.3,69,24,43,36.9,4.4,64.2
2,FivePoints,San Joaquin Valley,Nov-13,2.49,0.18,234,7.5,69,38.7,52.6,77,34,55,36.5,4.2,57.9
2,FivePoints,San Joaquin Valley,Dec-13,1.67,0.06,171,5,59.2,26.9,41.5,78,33,55,26.5,3.8,49.1
2,FivePoints,San Joaquin Valley,Jan-14,2.15,0.1,214,6.3,65.5,34,48.3,75,35,55,32.4,3.8,51.8
2,FivePoints,San Joaquin Valley,Feb-14,2.62,1.54,290,8.7,65.4,40.8,52.9,84,44,64,40.3,5.5,54.1
2,FivePoints,San Joaquin Valley,Mar-14,4.78,0.69,437,8.9,72.3,45.2,58.6,78,34,54,40.9,6.1,58.6
2,FivePoints,San Joaquin Valley,Apr-14,6.58,0.4,571,8.8,78.4,48.1,63.7,73,27,45,41.1,6.3,64.1
2,FivePoints,San Joaquin Valley,May-14,9.17,0,686,8.2,85.3,54,70.9,56,20,33,38.9,7.2,67.7
2,FivePoints,San Joaquin Valley,Jun-14,9.58,0,743,9.3,93,56.8,76.5,56,17,30,42.2,6.1,74.1
2,FivePoints,San Joaquin Valley,Jul-14,9.2,0,664,12.8,97.2,64.7,81.7,58,21,35,50.7,5.7,79.2
2,FivePoints,San Joaquin Valley,Aug-14,8.68,0,615,11.9,95.8,62,79.4,61,20,35,49,5.7,77.3
2,FivePoints,San Joaquin Valley,Sep-14,6.8,0,543,11.8,91.9,59.5,75.7,64,23,40,48.6,5.6,76.4
2,FivePoints,San Joaquin Valley,Oct-14,5.28,0.91,408,8.8,83.9,50.2,66.2,65,23,41,40.9,5.5,68.4
2,FivePoints,San Joaquin Valley,Nov-14,1.94,0.19,217,9.9,68.1,41.6,53.6,90,45,70,44,3.6,60.8
2,FivePoints,San Joaquin Valley,Dec-14,1.27,3.03,153,10.6,59.6,43,50.6,92,65,82,45,5,56.7
2,FivePoints,San Joaquin Valley,Jan-15,1.2,0.19,171,8.8,57.7,37,46.1,94,62,81,40.5,3.3,50.9
2,FivePoints,San Joaquin Valley,Feb-15,2.63,0.33,297,9.8,69.4,41.2,54.7,88,44,67,43.6,5,55.7
2,FivePoints,San Joaquin Valley,Mar-15,5.28,0.04,457,8.8,76.9,45.6,61.3,75,29,49,41.1,5.7,59.3
2,FivePoints,San Joaquin Valley,Apr-15,6.9,0.44,574,7.7,77.5,45.5,62.4,69,23,40,37.2,6.6,62.3
2,FivePoints,San Joaquin Valley,May-15,7.43,0.47,621,9.4,81.3,51.4,66.7,74,25,43,42.4,5.7,66.5
2,FivePoints,San Joaquin Valley,Jun-15,9.04,0,687,11.2,94.6,60.3,78.6,60,19,34,46.9,5.8,73.9
2,FivePoints,San Joaquin Valley,Jul-15,8.91,0.06,645,13.2,94.3,63.6,79.4,65,24,39,51.7,6,78.2
2,FivePoints,San Joaquin Valley,Aug-15,8.71,0,618,12,94.7,62.3,79.1,63,22,36,49.3,6.3,77.6
2,FivePoints,San Joaquin Valley,Sep-15,6.89,0,500,9.3,91.5,58,75.1,55,18,32,42.2,5.6,74
2,FivePoints,San Joaquin Valley,Oct-15,4.59,0.26,379,11.6,83.4,54.2,68,73,30,49,47.7,4.9,70.8
2,FivePoints,San Joaquin Valley,Nov-15,2.33,0.72,266,7.8,63.6,35.4,48.5,88,41,66,37.4,4.7,58.4
2,FivePoints,San Joaquin Valley,Dec-15,1.47,1.19,175,7.3,57,32.7,44.2,90,51,73,35.9,4.9,51.1
2,FivePoints,San Joaquin Valley,Jan-16,1.41,3.2,178,9.6,58.7,40.9,49.2,93,63,80,43.3,4.9,51.7
2,FivePoints,San Joaquin Valley,Feb-16,3.02,0.02,345,9.2,67.8,39.7,53,88,42,67,42,4.7,53.2
2,FivePoints,San Joaquin Valley,Mar-16,4.22,1.28,392,9.7,70.1,43.2,57.6,83,38,59,43.1,6,58.2
2,FivePoints,San Joaquin Valley,Apr-16,6.25,0.44,521,9.2,77.6,49.7,63.6,73,29,47,41.7,6.8,63.4
2,FivePoints,San Joaquin Valley,May-16,7.75,0.47,623,10.7,83,53.3,69,74,27,45,46,6.1,68.3
2,FivePoints,San Joaquin Valley,Jun-16,9.74,0,711,9.8,93.9,59.4,78,57,17,30,43.6,6.8,72
2,FivePoints,San Joaquin Valley,Jul-16,9.91,0,723,10.5,97.9,60.9,80.6,58,16,30,45.8,5.7,74.4
2,FivePoints,San Joaquin Valley,Aug-16,8.8,0,634,10.7,96.6,60.6,79.4,62,16,31,46.1,5.2,75.3
2,FivePoints,San Joaquin Valley,Sep-16,6.79,0,536,8.8,90.9,53.7,72.9,61,17,32,41.2,4.8,73.6
2,FivePoints,San Joaquin Valley,Oct-16,4.45,0.68,373,9.8,78.8,48.8,63.6,73,30,49,43.6,5.4,67.8
2,FivePoints,San Joaquin Valley,Nov-16,2.24,1.04,232,10.2,69.3,43.1,55.1,87,45,69,44.6,4.3,61.8
2,FivePoints,San Joaquin Valley,Dec-16,1.36,0.93,165,8,56.8,35.7,45.6,90,53,74,37.9,4.7,53
2,FivePoints,San Joaquin Valley,Jan-17,1.36,1.65,196,8.7,56.7,37.1,47,91,60,78,40.6,5.2,50.8
2,FivePoints,San Joaquin Valley,Feb-17,1.89,2.66,222,10.1,62.2,43.6,52.6,90,51,73,44.1,6.4,54.3
2,FivePoints,San Joaquin Valley,Mar-17,4.24,1.19,376,9.5,70.1,43.2,56.6,84,38,60,42.6,6.2,56.6
2,FivePoints,San Joaquin Valley,Apr-17,6.23,0.42,516,8.6,74.2,46.8,61,74,27,47,39.9,7.8,59.8
